census_birth_death
,CTYNAME,CENSUS2010POP,BIRTHS2010,DEATHS2010,STNAME,Births,Deaths
2887,Charlotte County,12586,25,49,Virginia,199,389
2888,Chesterfield County,316236,1039,512,Virginia,329,162
2889,Clarke County,14034,26,58,Virginia,185,413
2890,Craig County,5190,9,3,Virginia,173,58
2891,Culpeper County,46689,179,108,Virginia,383,231
2892,Cumberland County,10052,30,35,Virginia,298,348
2893,Dickenson County,15903,39,77,Virginia,245,484
2894,Dinwiddie County,28001,70,35,Virginia,250,125
2895,Essex County,11151,34,50,Virginia,305,448
2896,Fairfax County,1081726,3846,1051,Virginia,356,97
2897,Fauquier County,65203,207,91,Virginia,317,140
2898,Floyd County,15279,55,16,Virginia,360,105
2899,Fluvanna County,25691,69,54,Virginia,269,210
2900,Franklin County,56159,131,154,Virginia,233,274
2901,Frederick County,78305,222,104,Virginia,284,133
2902,Giles County,17286,62,33,Virginia,359,191
2903,Gloucester County,36858,101,64,Virginia,274,174
2904,Goochland County,21717,37,17,Virginia,170,78
2905,Grayson County,15533,36,66,Virginia,232,425
2906,Greene County,18403,80,44,Virginia,435,239
2907,Greensville County,12243,18,7,Virginia,147,57
2908,Halifax County,36241,95,116,Virginia,262,320
2909,Hanover County,99863,235,224,Virginia,235,224
2910,Henrico County,306935,999,626,Virginia,325,204
2911,Henry County,54151,130,137,Virginia,240,253
2912,Highland County,2321,0,14,Virginia,0,603
2913,Isle of Wight County,35270,94,73,Virginia,267,207
2914,James City County,67009,159,184,Virginia,237,275
2915,King and Queen County,6945,21,7,Virginia,302,101
2916,King George County,23584,69,15,Virginia,293,64
2917,King William County,15935,51,19,Virginia,320,119
2918,Lancaster County,11391,25,68,Virginia,219,597
2919,Lee County,25587,61,53,Virginia,238,207
2920,Loudoun County,312311,1291,198,Virginia,413,63
2921,Louisa County,33153,102,49,Virginia,308,148
2922,Lunenburg County,12914,27,52,Virginia,209,403
2923,Madison County,13308,31,15,Virginia,233,113
2924,Mathews County,8978,13,18,Virginia,145,200
2925,Mecklenburg County,32727,70,63,Virginia,214,193
2926,Middlesex County,10959,18,25,Virginia,164,228
2927,Montgomery County,94392,224,148,Virginia,237,157
2928,Nelson County,15020,41,68,Virginia,273,453
2929,New Kent County,18429,58,66,Virginia,315,358
2930,Northampton County,12389,34,23,Virginia,274,186
2931,Northumberland County,12330,21,27,Virginia,170,219
2932,Nottoway County,15853,40,54,Virginia,252,341
2933,Orange County,33481,90,109,Virginia,269,326
2934,Page County,24042,63,43,Virginia,262,179
2935,Patrick County,18490,46,78,Virginia,249,422
2936,Pittsylvania County,63506,148,204,Virginia,233,321
2937,Powhatan County,28046,63,22,Virginia,225,78
2938,Prince Edward County,23368,52,25,Virginia,223,107
2939,Prince George County,35725,97,30,Virginia,272,84
2940,Prince William County,402002,1592,446,Virginia,396,111
2941,Pulaski County,34872,68,76,Virginia,195,218
2942,Rappahannock County,7373,17,29,Virginia,231,393
2943,Richmond County,9254,19,7,Virginia,205,76
2944,Roanoke County,92376,192,235,Virginia,208,254
2945,Rockbridge County,22307,51,64,Virginia,229,287
2946,Rockingham County,76314,220,167,Virginia,288,219
2947,Russell County,28897,69,111,Virginia,239,384
2948,Scott County,23177,63,49,Virginia,272,211
2949,Shenandoah County,41993,122,119,Virginia,291,283
2950,Smyth County,32208,65,79,Virginia,202,245
2951,Southampton County,18570,44,63,Virginia,237,339
2952,Spotsylvania County,122397,394,129,Virginia,322,105
2953,Stafford County,128961,431,198,Virginia,334,154
2954,Surry County,7058,15,42,Virginia,213,595
2955,Sussex County,12087,31,17,Virginia,256,141
2956,Tazewell County,45078,119,162,Virginia,264,359
2957,Warren County,37575,100,111,Virginia,266,295
2958,Washington County,54876,143,173,Virginia,261,315
2959,Westmoreland County,17454,50,26,Virginia,286,149
2960,Wise County,41452,132,88,Virginia,318,212
2961,Wythe County,29235,63,50,Virginia,215,171
2962,York County,65464,135,60,Virginia,206,92
2963,Alexandria city,139966,641,211,Virginia,458,151
2964,Bristol city,17835,70,29,Virginia,392,163
2965,Buena Vista city,6650,26,4,Virginia,391,60
2966,Charlottesville city,43475,123,51,Virginia,283,117
2967,Chesapeake city,222209,724,414,Virginia,326,186
2968,Colonial Heights city,17411,40,60,Virginia,230,345
2969,Covington city,5961,15,27,Virginia,252,453
2970,Danville city,43055,121,172,Virginia,281,399
2971,Emporia city,5927,21,35,Virginia,354,591
2972,Fairfax city,22565,77,34,Virginia,341,151
2973,Falls Church city,12332,27,13,Virginia,219,105
2974,Franklin city,8582,30,48,Virginia,350,559
2975,Fredericksburg city,24286,100,17,Virginia,412,70
2976,Galax city,7042,25,35,Virginia,355,497
2977,Hampton city,137436,481,208,Virginia,350,151
2978,Harrisonburg city,48914,124,46,Virginia,254,94
2979,Hopewell city,22591,87,38,Virginia,385,168
2980,Lexington city,7042,9,4,Virginia,128,57
2981,Lynchburg city,75568,237,219,Virginia,314,290
2982,Manassas city,37821,147,26,Virginia,389,69
2983,Manassas Park city,14273,35,1,Virginia,245,7
2984,Martinsville city,13821,37,27,Virginia,268,195
2985,Newport News city,180719,705,274,Virginia,390,152
2986,Norfolk city,242803,896,458,Virginia,369,189
2987,Norton city,3958,16,12,Virginia,404,303
2988,Petersburg city,32420,127,110,Virginia,392,339
2989,Poquoson city,12150,19,23,Virginia,156,189
2990,Portsmouth city,95535,382,297,Virginia,400,311
2991,Radford city,16408,27,2,Virginia,165,12
2992,Richmond city,204214,703,514,Virginia,344,252
2993,Roanoke city,97032,333,326,Virginia,343,336
2994,Salem city,24802,57,40,Virginia,230,161
2995,Staunton city,23746,78,106,Virginia,328,446
2996,Suffolk city,84585,274,227,Virginia,324,268
2997,Virginia Beach city,437994,1468,681,Virginia,335,155
2998,Waynesboro city,21006,66,86,Virginia,314,409
2999,Williamsburg city,14068,30,10,Virginia,213,71
3000,Winchester city,26203,94,99,Virginia,359,378
3002,Adams County,18728,146,49,Washington,780,262
3003,Asotin County,21623,62,33,Washington,287,153
3004,Benton County,175177,658,265,Washington,376,151
3005,Chelan County,72453,265,113,Washington,366,156
3006,Clallam County,71404,167,196,Washington,234,274
3007,Clark County,425363,1341,720,Washington,315,169
3008,Columbia County,4078,6,22,Washington,147,539
3009,Cowlitz County,102410,295,295,Washington,288,288
3010,Douglas County,38431,140,99,Washington,364,258
3011,Ferry County,7551,20,34,Washington,265,450
3012,Franklin County,78163,424,114,Washington,542,146
3013,Garfield County,2266,3,13,Washington,132,574
3014,Grant County,89120,430,201,Washington,482,226
3015,Grays Harbor County,72797,219,196,Washington,301,269
3016,Island County,78506,243,113,Washington,310,144
3017,Jefferson County,29872,47,101,Washington,157,338
3018,King County,1931249,6305,2832,Washington,326,147
3019,Kitsap County,251133,765,506,Washington,305,201
3020,Kittitas County,40915,100,95,Washington,244,232
3021,Klickitat County,20318,68,60,Washington,335,295
3022,Lewis County,75455,243,159,Washington,322,211
3023,Lincoln County,10570,28,28,Washington,265,265
3024,Mason County,60699,160,164,Washington,264,270
3025,Okanogan County,41120,151,133,Washington,367,323
3026,Pacific County,20920,41,84,Washington,196,402
3027,Pend Oreille County,13001,25,53,Washington,192,408
3028,Pierce County,795225,2669,1361,Washington,336,171
3029,San Juan County,15769,33,17,Washington,209,108
3030,Skagit County,116901,378,305,Washington,323,261
3031,Skamania County,11066,19,4,Washington,172,36
3032,Snohomish County,713335,2358,977,Washington,331,137
3033,Spokane County,471221,1496,907,Washington,317,192
3034,Stevens County,43531,104,134,Washington,239,308
3035,Thurston County,252264,763,475,Washington,302,188
3036,Wahkiakum County,3978,9,4,Washington,226,101
3037,Walla Walla County,58781,161,122,Washington,274,208
3038,Whatcom County,201140,610,359,Washington,303,178
3039,Whitman County,44776,107,80,Washington,239,179
3040,Yakima County,243231,1187,427,Washington,488,176
3042,Barbour County,16589,38,31,West Virginia,229,187
3043,Berkeley County,104169,323,229,West Virginia,310,220
3044,Boone County,24629,71,65,West Virginia,288,264
3045,Braxton County,14523,35,19,West Virginia,241,131
3046,Brooke County,24069,56,108,West Virginia,233,449
3047,Cabell County,96319,300,296,West Virginia,311,307
3048,Calhoun County,7627,23,15,West Virginia,302,197
3049,Clay County,9386,39,32,West Virginia,416,341
3050,Doddridge County,8202,18,28,West Virginia,219,341
3051,Fayette County,46039,141,183,West Virginia,306,397
3052,Gilmer County,8693,22,6,West Virginia,253,69
3053,Grant County,11937,40,48,West Virginia,335,402
3054,Greenbrier County,35480,104,89,West Virginia,293,251
3055,Hampshire County,23964,64,81,West Virginia,267,338
3056,Hancock County,30676,70,75,West Virginia,228,244
3057,Hardy County,14025,38,56,West Virginia,271,399
3058,Harrison County,69099,209,160,West Virginia,302,232
3059,Jackson County,29211,94,107,West Virginia,322,366
3060,Jefferson County,53498,149,131,West Virginia,279,245
3061,Kanawha County,193063,505,578,West Virginia,262,299
3062,Lewis County,16372,57,28,West Virginia,348,171
3063,Lincoln County,21720,61,96,West Virginia,281,442
3064,Logan County,36743,100,150,West Virginia,272,408
3065,McDowell County,22113,69,54,West Virginia,312,244
3066,Marion County,56418,172,116,West Virginia,305,206
3067,Marshall County,33107,76,108,West Virginia,230,326
3068,Mason County,27324,83,72,West Virginia,304,264
3069,Mercer County,62264,193,165,West Virginia,310,265
3070,Mineral County,28212,75,105,West Virginia,266,372
3071,Mingo County,26839,95,115,West Virginia,354,428
3072,Monongalia County,96189,225,124,West Virginia,234,129
3073,Monroe County,13502,41,29,West Virginia,304,215
3074,Morgan County,17541,42,72,West Virginia,239,410
3075,Nicholas County,26233,79,98,West Virginia,301,374
3076,Ohio County,44443,106,110,West Virginia,239,248
3077,Pendleton County,7695,14,30,West Virginia,182,390
3078,Pleasants County,7605,18,33,West Virginia,237,434
3079,Pocahontas County,8719,25,12,West Virginia,287,138
3080,Preston County,33520,77,42,West Virginia,230,125
3081,Putnam County,55486,116,87,West Virginia,209,157
3082,Raleigh County,78859,233,237,West Virginia,295,301
3083,Randolph County,29405,61,86,West Virginia,207,292
3084,Ritchie County,10449,23,45,West Virginia,220,431
3085,Roane County,14926,32,65,West Virginia,214,435
3086,Summers County,13927,31,33,West Virginia,223,237
3087,Taylor County,16895,49,69,West Virginia,290,408
3088,Tucker County,7141,21,19,West Virginia,294,266
3089,Tyler County,9208,21,13,West Virginia,228,141
3090,Upshur County,24254,65,82,West Virginia,268,338
3091,Wayne County,42481,98,93,West Virginia,231,219
3092,Webster County,9154,27,40,West Virginia,295,437
3093,Wetzel County,16583,37,65,West Virginia,223,392
3094,Wirt County,5717,24,23,West Virginia,420,402
3095,Wood County,86956,261,275,West Virginia,300,316
3096,Wyoming County,23796,54,100,West Virginia,227,420
3098,Adams County,20875,35,42,Wisconsin,168,201
3099,Ashland County,16157,38,62,Wisconsin,235,384
3100,Barron County,45870,132,145,Wisconsin,288,316
3101,Bayfield County,15014,29,57,Wisconsin,193,380
3102,Brown County,248007,885,416,Wisconsin,357,168
3103,Buffalo County,13587,33,52,Wisconsin,243,383
3104,Burnett County,15457,32,52,Wisconsin,207,336
3105,Calumet County,48971,155,53,Wisconsin,317,108
3106,Chippewa County,62415,170,86,Wisconsin,272,138
3107,Clark County,34690,153,118,Wisconsin,441,340
3108,Columbia County,56833,139,153,Wisconsin,245,269
3109,Crawford County,16644,51,45,Wisconsin,306,270
3110,Dane County,488073,1600,718,Wisconsin,328,147
3111,Dodge County,88759,224,208,Wisconsin,252,234
3112,Door County,27785,58,59,Wisconsin,209,212
3113,Douglas County,44159,118,124,Wisconsin,267,281
3114,Dunn County,43857,120,92,Wisconsin,274,210
3115,Eau Claire County,98736,280,141,Wisconsin,284,143
3116,Florence County,4423,5,23,Wisconsin,113,520
3117,Fond du Lac County,101633,304,253,Wisconsin,299,249
3118,Forest County,9304,30,35,Wisconsin,322,376
3119,Grant County,51208,144,107,Wisconsin,281,209
3120,Green County,36842,109,93,Wisconsin,296,252
3121,Green Lake County,19051,52,72,Wisconsin,273,378
3122,Iowa County,23687,71,59,Wisconsin,300,249
3123,Iron County,5916,10,10,Wisconsin,169,169
3124,Jackson County,20449,57,29,Wisconsin,279,142
3125,Jefferson County,83686,229,130,Wisconsin,274,155
3126,Juneau County,26664,59,49,Wisconsin,221,184
3127,Kenosha County,166426,526,262,Wisconsin,316,157
3128,Kewaunee County,20574,42,55,Wisconsin,204,267
3129,La Crosse County,114638,359,238,Wisconsin,313,208
3130,Lafayette County,16836,40,22,Wisconsin,238,131
3131,Langlade County,19977,57,63,Wisconsin,285,315
3132,Lincoln County,28743,83,50,Wisconsin,289,174
3133,Manitowoc County,81442,200,188,Wisconsin,246,231
3134,Marathon County,134063,407,298,Wisconsin,304,222
3135,Marinette County,41749,82,129,Wisconsin,196,309
3136,Marquette County,15404,38,54,Wisconsin,247,351
3137,Menominee County,4232,30,12,Wisconsin,709,284
3138,Milwaukee County,947735,3596,2013,Wisconsin,379,212
3139,Monroe County,44673,163,62,Wisconsin,365,139
3140,Oconto County,37660,95,53,Wisconsin,252,141
3141,Oneida County,35998,86,123,Wisconsin,239,342
3142,Outagamie County,176695,590,316,Wisconsin,334,179
3143,Ozaukee County,86395,205,153,Wisconsin,237,177
3144,Pepin County,7469,25,7,Wisconsin,335,94
3145,Pierce County,41019,99,68,Wisconsin,241,166
3146,Polk County,44205,125,120,Wisconsin,283,271
3147,Portage County,70019,197,151,Wisconsin,281,216
3148,Price County,14159,31,57,Wisconsin,219,403
3149,Racine County,195408,607,457,Wisconsin,311,234
3150,Richland County,18021,50,21,Wisconsin,277,117
3151,Rock County,160331,488,309,Wisconsin,304,193
3152,Rusk County,14755,37,28,Wisconsin,251,190
3153,St. Croix County,84345,313,151,Wisconsin,371,179
3154,Sauk County,61976,202,113,Wisconsin,326,182
3155,Sawyer County,16557,47,44,Wisconsin,284,266
3156,Shawano County,41949,121,143,Wisconsin,288,341
3157,Sheboygan County,115507,365,225,Wisconsin,316,195
3158,Taylor County,20689,65,66,Wisconsin,314,319
3159,Trempealeau County,28816,95,83,Wisconsin,330,288
3160,Vernon County,29773,113,95,Wisconsin,380,319
3161,Vilas County,21430,56,82,Wisconsin,261,383
3162,Walworth County,102228,294,196,Wisconsin,288,192
3163,Washburn County,15911,38,22,Wisconsin,239,138
3164,Washington County,131887,372,251,Wisconsin,282,190
3165,Waukesha County,389891,964,777,Wisconsin,247,199
3166,Waupaca County,52410,132,159,Wisconsin,252,303
3167,Waushara County,24496,65,45,Wisconsin,265,184
3168,Winnebago County,166994,504,364,Wisconsin,302,218
3169,Wood County,74749,228,162,Wisconsin,305,217
3171,Albany County,36299,104,29,Wyoming,287,80
3172,Big Horn County,11668,25,50,Wyoming,214,429
3173,Campbell County,46133,208,83,Wyoming,451,180
3174,Carbon County,15885,46,17,Wyoming,290,107
3175,Converse County,13833,56,39,Wyoming,405,282
3176,Crook County,7083,35,20,Wyoming,494,282
3177,Fremont County,40123,163,148,Wyoming,406,369
3178,Goshen County,13249,30,23,Wyoming,226,174
3179,Hot Springs County,4812,15,19,Wyoming,312,395
3180,Johnson County,8569,29,9,Wyoming,338,105
3181,Laramie County,91738,359,234,Wyoming,391,255
3182,Lincoln County,18106,87,45,Wyoming,481,249
3183,Natrona County,75450,259,186,Wyoming,343,247
3184,Niobrara County,2484,6,3,Wyoming,242,121
3185,Park County,28205,73,85,Wyoming,259,301
3186,Platte County,8667,13,34,Wyoming,150,392
3187,Sheridan County,29116,88,85,Wyoming,302,292
3188,Sublette County,10247,34,3,Wyoming,332,29
3189,Sweetwater County,43806,166,75,Wyoming,379,171
3190,Teton County,21294,75,10,Wyoming,352,47
3191,Uinta County,21118,72,49,Wyoming,341,232
3192,Washakie County,8533,26,34,Wyoming,305,398
3193,Weston County,7208,25,9,Wyoming,347,125
