"","CTYNAME","CENSUS2010POP","POPESTIMATE2019","BIRTHS2019","DEATHS2019","STNAME"
"1070","Kenton County",159720,166998,2236,1501,"Kentucky"
"1071","Knott County",16346,14806,142,205,"Kentucky"
"1072","Knox County",31883,31145,385,419,"Kentucky"
"1073","Larue County",14193,14398,174,157,"Kentucky"
"1074","Laurel County",58849,60813,724,673,"Kentucky"
"1075","Lawrence County",15860,15317,174,225,"Kentucky"
"1076","Lee County",7887,7403,72,98,"Kentucky"
"1077","Leslie County",11310,9877,95,163,"Kentucky"
"1078","Letcher County",24519,21553,233,310,"Kentucky"
"1079","Lewis County",13870,13275,164,164,"Kentucky"
"1080","Lincoln County",24742,24549,329,288,"Kentucky"
"1081","Livingston County",9519,9194,94,122,"Kentucky"
"1082","Logan County",26835,27102,360,307,"Kentucky"
"1083","Lyon County",8314,8210,45,122,"Kentucky"
"1084","McCracken County",65565,65418,734,823,"Kentucky"
"1085","McCreary County",18306,17231,191,192,"Kentucky"
"1086","McLean County",9531,9207,108,113,"Kentucky"
"1087","Madison County",82916,92987,984,767,"Kentucky"
"1088","Magoffin County",13333,12161,127,172,"Kentucky"
"1089","Marion County",19820,19273,236,197,"Kentucky"
"1090","Marshall County",31448,31100,296,435,"Kentucky"
"1091","Martin County",12929,11195,99,148,"Kentucky"
"1092","Mason County",17490,17070,208,190,"Kentucky"
"1093","Meade County",28602,28572,271,253,"Kentucky"
"1094","Menifee County",6306,6489,61,91,"Kentucky"
"1095","Mercer County",21331,21933,248,298,"Kentucky"
"1096","Metcalfe County",10099,10071,113,128,"Kentucky"
"1097","Monroe County",10963,10650,144,142,"Kentucky"
"1098","Montgomery County",26499,28157,350,291,"Kentucky"
"1099","Morgan County",13923,13309,105,158,"Kentucky"
"1100","Muhlenberg County",31499,30622,340,394,"Kentucky"
"1101","Nelson County",43437,46233,552,419,"Kentucky"
"1102","Nicholas County",7135,7269,84,96,"Kentucky"
"1103","Ohio County",23842,23994,279,271,"Kentucky"
"1104","Oldham County",60316,66799,606,414,"Kentucky"
"1105","Owen County",10841,10901,109,109,"Kentucky"
"1106","Owsley County",4755,4415,60,65,"Kentucky"
"1107","Pendleton County",14877,14590,179,164,"Kentucky"
"1108","Perry County",28712,25758,321,409,"Kentucky"
"1109","Pike County",65024,57876,583,808,"Kentucky"
"1110","Powell County",12613,12359,147,154,"Kentucky"
"1111","Pulaski County",63063,64979,755,791,"Kentucky"
"1112","Robertson County",2282,2108,22,22,"Kentucky"
"1113","Rockcastle County",17056,16695,164,243,"Kentucky"
"1114","Rowan County",23333,24460,268,215,"Kentucky"
"1115","Russell County",17565,17923,203,224,"Kentucky"
"1116","Scott County",47173,57004,702,437,"Kentucky"
"1117","Shelby County",42074,49024,550,389,"Kentucky"
"1118","Simpson County",17327,18572,228,180,"Kentucky"
"1119","Spencer County",17061,19351,205,147,"Kentucky"
"1120","Taylor County",24512,25769,324,302,"Kentucky"
"1121","Todd County",12460,12294,170,126,"Kentucky"
"1122","Trigg County",14339,14651,153,163,"Kentucky"
"1123","Trimble County",8809,8471,82,94,"Kentucky"
"1124","Union County",15007,14381,151,160,"Kentucky"
"1125","Warren County",113792,132896,1723,1000,"Kentucky"
"1126","Washington County",11717,12095,146,132,"Kentucky"
"1127","Wayne County",20813,20333,216,208,"Kentucky"
"1128","Webster County",13621,12942,178,142,"Kentucky"
"1129","Whitley County",35637,36264,528,473,"Kentucky"
"1130","Wolfe County",7355,7157,86,101,"Kentucky"
"1131","Woodford County",24939,26734,280,232,"Kentucky"
"1133","Acadia Parish",61773,62045,816,690,"Louisiana"
"1134","Allen Parish",25764,25627,315,242,"Louisiana"
"1135","Ascension Parish",107215,126604,1683,927,"Louisiana"
"1136","Assumption Parish",23421,21891,238,233,"Louisiana"
"1137","Avoyelles Parish",42073,40144,510,452,"Louisiana"
"1138","Beauregard Parish",35654,37497,531,412,"Louisiana"
"1139","Bienville Parish",14353,13241,142,207,"Louisiana"
"1140","Bossier Parish",116979,127039,1570,1119,"Louisiana"
"1141","Caddo Parish",254969,240204,3032,2739,"Louisiana"
"1142","Calcasieu Parish",192768,203436,2897,2050,"Louisiana"
"1143","Caldwell Parish",10132,9918,123,120,"Louisiana"
"1144","Cameron Parish",6839,6973,86,66,"Louisiana"
"1145","Catahoula Parish",10407,9494,106,115,"Louisiana"
"1146","Claiborne Parish",17195,15670,134,200,"Louisiana"
"1147","Concordia Parish",20822,19259,254,239,"Louisiana"
"1148","De Soto Parish",26656,27463,318,292,"Louisiana"
"1149","East Baton Rouge Parish",440171,440059,5739,3902,"Louisiana"
"1150","East Carroll Parish",7759,6861,82,66,"Louisiana"
"1151","East Feliciana Parish",20267,19135,196,233,"Louisiana"
"1152","Evangeline Parish",33984,33395,447,391,"Louisiana"
"1153","Franklin Parish",20767,20015,272,277,"Louisiana"
"1154","Grant Parish",22309,22389,239,192,"Louisiana"
"1155","Iberia Parish",73240,69830,914,777,"Louisiana"
"1156","Iberville Parish",33387,32511,351,313,"Louisiana"
"1157","Jackson Parish",16274,15744,160,220,"Louisiana"
"1158","Jefferson Parish",432552,432493,5577,4345,"Louisiana"
"1159","Jefferson Davis Parish",31594,31368,384,410,"Louisiana"
"1160","Lafayette Parish",221578,244390,3208,1999,"Louisiana"
"1161","Lafourche Parish",96318,97614,1148,907,"Louisiana"
"1162","LaSalle Parish",14890,14892,175,173,"Louisiana"
"1163","Lincoln Parish",46735,46742,516,417,"Louisiana"
"1164","Livingston Parish",128026,140789,1788,1170,"Louisiana"
"1165","Madison Parish",12093,10951,151,150,"Louisiana"
"1166","Morehouse Parish",27979,24874,330,346,"Louisiana"
"1167","Natchitoches Parish",39566,38158,468,398,"Louisiana"
"1168","Orleans Parish",343829,390144,4399,3640,"Louisiana"
"1169","Ouachita Parish",153720,153279,2046,1648,"Louisiana"
"1170","Plaquemines Parish",23042,23197,270,195,"Louisiana"
"1171","Pointe Coupee Parish",22802,21730,236,253,"Louisiana"
"1172","Rapides Parish",131613,129648,1636,1433,"Louisiana"
"1173","Red River Parish",9091,8442,114,127,"Louisiana"
"1174","Richland Parish",20725,20122,249,245,"Louisiana"
"1175","Sabine Parish",24233,23884,262,234,"Louisiana"
"1176","St. Bernard Parish",35897,47244,632,398,"Louisiana"
"1177","St. Charles Parish",52780,53100,571,446,"Louisiana"
"1178","St. Helena Parish",11203,10132,99,105,"Louisiana"
"1179","St. James Parish",22102,21096,279,226,"Louisiana"
"1180","St. John the Baptist Parish",45924,42837,534,421,"Louisiana"
"1181","St. Landry Parish",83384,82124,1111,1017,"Louisiana"
"1182","St. Martin Parish",52160,53431,663,537,"Louisiana"
"1183","St. Mary Parish",54650,49348,647,557,"Louisiana"
"1184","St. Tammany Parish",233740,260419,2822,2423,"Louisiana"
"1185","Tangipahoa Parish",121097,134758,1953,1383,"Louisiana"
"1186","Tensas Parish",5252,4334,47,56,"Louisiana"
"1187","Terrebonne Parish",111860,110461,1475,1125,"Louisiana"
"1188","Union Parish",22721,22108,230,249,"Louisiana"
"1189","Vermilion Parish",57999,59511,730,602,"Louisiana"
"1190","Vernon Parish",52334,47429,828,366,"Louisiana"
"1191","Washington Parish",47168,46194,600,635,"Louisiana"
"1192","Webster Parish",41207,38340,452,531,"Louisiana"
"1193","West Baton Rouge Parish",23788,26465,346,218,"Louisiana"
"1194","West Carroll Parish",11604,10830,92,149,"Louisiana"
"1195","West Feliciana Parish",15625,15568,124,120,"Louisiana"
"1196","Winn Parish",15313,13904,151,215,"Louisiana"
"1198","Androscoggin County",107702,108277,1208,1084,"Maine"
"1199","Aroostook County",71870,67055,613,865,"Maine"
"1200","Cumberland County",281674,295003,2716,2708,"Maine"
"1201","Franklin County",30768,30199,237,341,"Maine"
"1202","Hancock County",54418,54987,448,665,"Maine"
"1203","Kennebec County",122151,122302,1113,1390,"Maine"
"1204","Knox County",39736,39772,307,452,"Maine"
"1205","Lincoln County",34457,34634,307,425,"Maine"
"1206","Oxford County",57833,57975,461,697,"Maine"
"1207","Penobscot County",153923,152148,1378,1594,"Maine"
"1208","Piscataquis County",17535,16785,121,226,"Maine"
"1209","Sagadahoc County",35293,35856,313,402,"Maine"
"1210","Somerset County",52228,50484,457,543,"Maine"
"1211","Waldo County",38786,39715,330,446,"Maine"
"1212","Washington County",32856,31379,259,414,"Maine"
"1213","York County",197131,207641,1805,2083,"Maine"
"1215","Allegany County",75087,70416,640,874,"Maryland"
"1216","Anne Arundel County",537656,579234,6782,4661,"Maryland"
"1217","Baltimore County",805029,827370,9598,8601,"Maryland"
"1218","Calvert County",88737,92525,892,722,"Maryland"
"1219","Caroline County",33066,33406,397,349,"Maryland"
"1220","Carroll County",167134,168447,1663,1615,"Maryland"
"1221","Cecil County",101108,102855,1130,1004,"Maryland"
"1222","Charles County",146551,163257,1847,1164,"Maryland"
"1223","Dorchester County",32618,31929,340,395,"Maryland"
"1224","Frederick County",233385,259547,2864,1859,"Maryland"
"1225","Garrett County",30097,29014,260,345,"Maryland"
"1226","Harford County",244826,255441,2601,2250,"Maryland"
"1227","Howard County",287085,325690,3447,1845,"Maryland"
"1228","Kent County",20197,19422,142,284,"Maryland"
"1229","Montgomery County",971777,1050688,12240,6344,"Maryland"
"1230","Prince George's County",863420,909327,12008,6852,"Maryland"
"1231","Queen Anne's County",47798,50381,497,427,"Maryland"
"1232","St. Mary's County",105151,113510,1319,874,"Maryland"
"1233","Somerset County",26470,25616,216,276,"Maryland"
"1234","Talbot County",37782,37181,338,478,"Maryland"
"1235","Washington County",147430,151049,1649,1619,"Maryland"
"1236","Wicomico County",98733,103609,1264,1066,"Maryland"
"1237","Worcester County",51454,52276,402,676,"Maryland"
"1238","Baltimore city",620961,593490,7555,6873,"Maryland"
"1240","Barnstable County",215888,212990,1524,2917,"Massachusetts"
"1241","Berkshire County",131219,124944,993,1460,"Massachusetts"
"1242","Bristol County",548285,565217,5701,5387,"Massachusetts"
"1243","Dukes County",16535,17332,171,146,"Massachusetts"
"1244","Essex County",743159,789034,8605,6946,"Massachusetts"
"1245","Franklin County",71372,70180,526,703,"Massachusetts"
"1246","Hampden County",463490,466372,4972,4536,"Massachusetts"
"1247","Hampshire County",158080,160830,976,1306,"Massachusetts"
"1248","Middlesex County",1503085,1611699,16755,11911,"Massachusetts"
"1249","Nantucket County",10172,11399,141,57,"Massachusetts"
"1250","Norfolk County",670850,706775,7148,5883,"Massachusetts"
"1251","Plymouth County",494919,521202,5173,4757,"Massachusetts"
"1252","Suffolk County",722023,803907,9219,5210,"Massachusetts"
"1253","Worcester County",798552,830622,8515,7345,"Massachusetts"
"1255","Alcona County",10942,10405,57,167,"Michigan"
"1256","Alger County",9601,9108,62,109,"Michigan"
"1257","Allegan County",111408,118081,1285,925,"Michigan"
"1258","Alpena County",29598,28405,280,342,"Michigan"
"1259","Antrim County",23580,23324,156,276,"Michigan"
"1260","Arenac County",15899,14883,110,206,"Michigan"
"1261","Baraga County",8860,8209,62,117,"Michigan"
"1262","Barry County",59173,61550,625,581,"Michigan"
"1263","Bay County",107771,103126,981,1163,"Michigan"
"1264","Benzie County",17525,17766,154,213,"Michigan"
"1265","Berrien County",156813,153401,1696,1688,"Michigan"
"1266","Branch County",45248,43517,515,419,"Michigan"
"1267","Calhoun County",136146,134159,1497,1395,"Michigan"
"1268","Cass County",52293,51787,496,529,"Michigan"
"1269","Charlevoix County",25949,26143,218,292,"Michigan"
"1270","Cheboygan County",26152,25276,219,370,"Michigan"
"1271","Chippewa County",38520,37349,318,374,"Michigan"
"1272","Clare County",30926,30950,324,400,"Michigan"
"1273","Clinton County",75382,79595,780,594,"Michigan"
"1274","Crawford County",14074,14029,132,169,"Michigan"
"1275","Delta County",37069,35784,342,434,"Michigan"
"1276","Dickinson County",26168,25239,238,305,"Michigan"
"1277","Eaton County",107759,110268,1065,1003,"Michigan"
"1278","Emmet County",32694,33415,288,310,"Michigan"
"1279","Genesee County",425790,405813,4600,4557,"Michigan"
"1280","Gladwin County",25692,25449,240,374,"Michigan"
"1281","Gogebic County",16427,13975,128,210,"Michigan"
"1282","Grand Traverse County",86986,93088,902,867,"Michigan"
"1283","Gratiot County",42476,40711,366,423,"Michigan"
"1284","Hillsdale County",46688,45605,509,480,"Michigan"
"1285","Houghton County",36628,35684,358,348,"Michigan"
"1286","Huron County",33118,30981,310,445,"Michigan"
"1287","Ingham County",280895,292406,3181,2246,"Michigan"
"1288","Ionia County",63905,64697,707,550,"Michigan"
"1289","Iosco County",25887,25127,233,385,"Michigan"
"1290","Iron County",11817,11066,93,178,"Michigan"
"1291","Isabella County",70311,69872,660,460,"Michigan"
"1292","Jackson County",160248,158510,1743,1623,"Michigan"
"1293","Kalamazoo County",250331,265066,3010,2209,"Michigan"
"1294","Kalkaska County",17153,18038,171,173,"Michigan"
"1295","Kent County",602622,656955,8637,4816,"Michigan"
"1296","Keweenaw County",2156,2116,10,23,"Michigan"
"1297","Lake County",11539,11853,115,162,"Michigan"
"1298","Lapeer County",88319,87607,753,892,"Michigan"
"1299","Leelanau County",21708,21761,175,222,"Michigan"
"1300","Lenawee County",99892,98451,952,1007,"Michigan"
"1301","Livingston County",180967,191995,1760,1607,"Michigan"
"1302","Luce County",6631,6229,60,83,"Michigan"
"1303","Mackinac County",11113,10799,88,138,"Michigan"
"1304","Macomb County",840978,873972,9132,8548,"Michigan"
"1305","Manistee County",24733,24558,216,308,"Michigan"
"1306","Marquette County",67077,66699,570,679,"Michigan"
"1307","Mason County",28705,29144,285,306,"Michigan"
"1308","Mecosta County",42798,43453,396,357,"Michigan"
"1309","Menominee County",24029,22780,166,233,"Michigan"
"1310","Midland County",83629,83156,855,743,"Michigan"
"1311","Missaukee County",14849,15118,189,160,"Michigan"
"1312","Monroe County",152021,150500,1459,1481,"Michigan"
"1313","Montcalm County",63342,63888,728,613,"Michigan"
"1314","Montmorency County",9765,9328,62,166,"Michigan"
"1315","Muskegon County",172188,173566,2071,1770,"Michigan"
"1316","Newaygo County",48460,48980,539,532,"Michigan"
"1317","Oakland County",1202362,1257584,13042,10978,"Michigan"
"1318","Oceana County",26570,26467,256,267,"Michigan"
"1319","Ogemaw County",21699,20997,192,281,"Michigan"
"1320","Ontonagon County",6780,5720,28,106,"Michigan"
"1321","Osceola County",23528,23460,265,251,"Michigan"
"1322","Oscoda County",8640,8241,71,114,"Michigan"
"1323","Otsego County",24164,24668,253,286,"Michigan"
"1324","Ottawa County",263801,291830,3267,1968,"Michigan"
"1325","Presque Isle County",13376,12592,100,181,"Michigan"
"1326","Roscommon County",24449,24019,161,376,"Michigan"
"1327","Saginaw County",200169,190539,2188,2138,"Michigan"
"1328","St. Clair County",163040,159128,1426,1741,"Michigan"
"1329","St. Joseph County",61295,60964,726,582,"Michigan"
"1330","Sanilac County",43114,41170,426,491,"Michigan"
"1331","Schoolcraft County",8485,8094,64,108,"Michigan"
"1332","Shiawassee County",70648,68122,676,734,"Michigan"
"1333","Tuscola County",55729,52245,536,650,"Michigan"
"1334","Van Buren County",76258,75677,865,802,"Michigan"
"1335","Washtenaw County",344791,367601,3473,2448,"Michigan"
"1336","Wayne County",1820584,1749343,22766,18385,"Michigan"
"1337","Wexford County",32735,33631,362,341,"Michigan"
"1339","Aitkin County",16202,15886,124,207,"Minnesota"
"1340","Anoka County",330844,356921,4218,2166,"Minnesota"
"1341","Becker County",32504,34423,413,373,"Minnesota"
"1342","Beltrami County",44442,47188,638,433,"Minnesota"
"1343","Benton County",38451,40889,538,330,"Minnesota"
"1344","Big Stone County",5269,4991,70,70,"Minnesota"
"1345","Blue Earth County",64013,67653,715,470,"Minnesota"
"1346","Brown County",25893,25008,276,275,"Minnesota"
"1347","Carlton County",35386,35871,368,368,"Minnesota"
"1348","Carver County",91042,105089,1157,549,"Minnesota"
"1349","Cass County",28567,29779,284,329,"Minnesota"
"1350","Chippewa County",12441,11800,164,138,"Minnesota"
"1351","Chisago County",53887,56579,600,401,"Minnesota"
"1352","Clay County",58999,64222,851,453,"Minnesota"
"1353","Clearwater County",8695,8818,110,74,"Minnesota"
"1354","Cook County",5176,5463,46,40,"Minnesota"
"1355","Cottonwood County",11687,11196,144,134,"Minnesota"
"1356","Crow Wing County",62500,65055,648,687,"Minnesota"
"1357","Dakota County",398552,429021,5108,2688,"Minnesota"
"1358","Dodge County",20087,20934,242,146,"Minnesota"
"1359","Douglas County",36009,38141,424,430,"Minnesota"
"1360","Faribault County",14553,13653,146,158,"Minnesota"
"1361","Fillmore County",20866,21067,256,237,"Minnesota"
"1362","Freeborn County",31255,30281,314,352,"Minnesota"
"1363","Goodhue County",46183,46340,503,454,"Minnesota"
"1364","Grant County",6018,5972,56,59,"Minnesota"
"1365","Hennepin County",1152425,1265843,16008,8750,"Minnesota"
"1366","Houston County",19027,18600,204,196,"Minnesota"
"1367","Hubbard County",20428,21491,216,199,"Minnesota"
"1368","Isanti County",37816,40596,448,327,"Minnesota"
"1369","Itasca County",45058,45130,441,502,"Minnesota"
"1370","Jackson County",10266,9846,98,109,"Minnesota"
"1371","Kanabec County",16239,16337,180,142,"Minnesota"
"1372","Kandiyohi County",42239,43199,568,370,"Minnesota"
"1373","Kittson County",4552,4298,66,52,"Minnesota"
"1374","Koochiching County",13311,12229,96,149,"Minnesota"
"1375","Lac qui Parle County",7259,6623,58,98,"Minnesota"
"1376","Lake County",10866,10641,105,134,"Minnesota"
"1377","Lake of the Woods County",4045,3740,31,40,"Minnesota"
"1378","Le Sueur County",27703,28887,343,222,"Minnesota"
"1379","Lincoln County",5896,5639,70,75,"Minnesota"
"1380","Lyon County",25857,25474,343,228,"Minnesota"
"1381","McLeod County",36651,35893,372,325,"Minnesota"
"1382","Mahnomen County",5413,5527,90,60,"Minnesota"
"1383","Marshall County",9439,9336,106,86,"Minnesota"
"1384","Martin County",20840,19683,234,224,"Minnesota"
"1385","Meeker County",23300,23222,268,216,"Minnesota"
"1386","Mille Lacs County",26097,26277,319,268,"Minnesota"
"1387","Morrison County",33198,33386,345,367,"Minnesota"
"1388","Mower County",39163,40062,535,370,"Minnesota"
"1389","Murray County",8725,8194,88,86,"Minnesota"
"1390","Nicollet County",32727,34274,353,259,"Minnesota"
"1391","Nobles County",21378,21629,382,186,"Minnesota"
"1392","Norman County",6852,6375,81,90,"Minnesota"
"1393","Olmsted County",144248,158293,2080,1102,"Minnesota"
"1394","Otter Tail County",57303,58746,648,684,"Minnesota"
"1395","Pennington County",13930,14119,164,129,"Minnesota"
"1396","Pine County",29750,29579,251,278,"Minnesota"
"1397","Pipestone County",9596,9126,132,112,"Minnesota"
"1398","Polk County",31600,31364,421,344,"Minnesota"
"1399","Pope County",10995,11249,121,122,"Minnesota"
"1400","Ramsey County",508640,550321,7591,4234,"Minnesota"
"1401","Red Lake County",4089,4055,42,29,"Minnesota"
"1402","Redwood County",16059,15170,192,159,"Minnesota"
"1403","Renville County",15730,14548,188,167,"Minnesota"
"1404","Rice County",64142,66972,743,490,"Minnesota"
"1405","Rock County",9687,9315,104,94,"Minnesota"
"1406","Roseau County",15629,15165,168,123,"Minnesota"
"1407","St. Louis County",200226,199070,1876,2084,"Minnesota"
"1408","Scott County",129928,149013,1765,677,"Minnesota"
"1409","Sherburne County",88499,97238,1217,533,"Minnesota"
"1410","Sibley County",15226,14865,167,131,"Minnesota"
"1411","Stearns County",150642,161075,2039,1044,"Minnesota"
"1412","Steele County",36576,36649,391,308,"Minnesota"
"1413","Stevens County",9726,9805,131,78,"Minnesota"
"1414","Swift County",9783,9266,112,98,"Minnesota"
"1415","Todd County",24895,24664,321,204,"Minnesota"
"1416","Traverse County",3558,3259,37,38,"Minnesota"
"1417","Wabasha County",21676,21627,235,186,"Minnesota"
"1418","Wadena County",13843,13682,186,177,"Minnesota"
"1419","Waseca County",19136,18612,204,149,"Minnesota"
"1420","Washington County",238136,262440,2722,1712,"Minnesota"
"1421","Watonwan County",11211,10897,162,113,"Minnesota"
"1422","Wilkin County",6576,6207,73,83,"Minnesota"
"1423","Winona County",51461,50484,456,440,"Minnesota"
"1424","Wright County",124700,138377,1734,832,"Minnesota"
"1425","Yellow Medicine County",10438,9709,108,95,"Minnesota"
"1427","Adams County",32297,30693,340,429,"Mississippi"
"1428","Alcorn County",37057,36953,411,457,"Mississippi"
"1429","Amite County",13131,12297,125,145,"Mississippi"
"1430","Attala County",19564,18174,221,233,"Mississippi"
"1431","Benton County",8729,8259,88,92,"Mississippi"
"1432","Bolivar County",34145,30628,405,398,"Mississippi"
"1433","Calhoun County",14962,14361,165,167,"Mississippi"
"1434","Carroll County",10597,9947,84,101,"Mississippi"
"1435","Chickasaw County",17392,17103,231,200,"Mississippi"
"1436","Choctaw County",8547,8210,80,106,"Mississippi"
"1437","Claiborne County",9604,8988,113,101,"Mississippi"
"1438","Clarke County",16732,15541,199,202,"Mississippi"
"1439","Clay County",20634,19316,209,230,"Mississippi"
"1440","Coahoma County",26151,22124,355,282,"Mississippi"
"1441","Copiah County",29449,28065,339,309,"Mississippi"
"1442","Covington County",19568,18636,237,232,"Mississippi"
"1443","DeSoto County",161252,184945,2121,1427,"Mississippi"
"1444","Forrest County",74934,74897,1000,764,"Mississippi"
"1445","Franklin County",8118,7713,84,88,"Mississippi"
"1446","George County",22578,24500,347,249,"Mississippi"
"1447","Greene County",14400,13586,143,126,"Mississippi"
"1448","Grenada County",21906,20758,247,288,"Mississippi"
"1449","Hancock County",43929,47632,453,473,"Mississippi"
"1450","Harrison County",187105,208080,2597,2013,"Mississippi"
"1451","Hinds County",245285,231840,2953,2122,"Mississippi"
"1452","Holmes County",19198,17010,219,221,"Mississippi"
"1453","Humphreys County",9375,8064,94,109,"Mississippi"
"1454","Issaquena County",1406,1327,10,15,"Mississippi"
"1455","Itawamba County",23401,23390,257,254,"Mississippi"
"1456","Jackson County",139668,143617,1588,1430,"Mississippi"
"1457","Jasper County",17062,16383,182,186,"Mississippi"
"1458","Jefferson County",7726,6990,81,80,"Mississippi"
"1459","Jefferson Davis County",12487,11128,124,159,"Mississippi"
"1460","Jones County",67761,68098,883,813,"Mississippi"
"1461","Kemper County",10456,9742,90,113,"Mississippi"
"1462","Lafayette County",47351,54019,513,395,"Mississippi"
"1463","Lamar County",55658,63343,793,438,"Mississippi"
"1464","Lauderdale County",80261,74125,910,861,"Mississippi"
"1465","Lawrence County",12929,12586,145,150,"Mississippi"
"1466","Leake County",23805,22786,299,274,"Mississippi"
"1467","Lee County",82910,85436,1121,965,"Mississippi"
"1468","Leflore County",32317,28183,412,363,"Mississippi"
"1469","Lincoln County",34869,34153,413,403,"Mississippi"
"1470","Lowndes County",59779,58595,774,610,"Mississippi"
"1471","Madison County",95203,106272,1267,1107,"Mississippi"
"1472","Marion County",27088,24573,278,307,"Mississippi"
"1473","Marshall County",37144,35294,393,446,"Mississippi"
"1474","Monroe County",36989,35252,387,413,"Mississippi"
"1475","Montgomery County",10925,9775,120,151,"Mississippi"
"1476","Neshoba County",29676,29118,435,377,"Mississippi"
"1477","Newton County",21720,21018,284,271,"Mississippi"
"1478","Noxubee County",11545,10417,161,128,"Mississippi"
"1479","Oktibbeha County",47671,49587,548,366,"Mississippi"
"1480","Panola County",34707,34192,487,411,"Mississippi"
"1481","Pearl River County",55834,55535,610,681,"Mississippi"
"1482","Perry County",12250,11973,128,115,"Mississippi"
"1483","Pike County",40404,39288,540,531,"Mississippi"
"1484","Pontotoc County",29957,32174,434,282,"Mississippi"
"1485","Prentiss County",25276,25126,289,280,"Mississippi"
"1486","Quitman County",8223,6792,80,110,"Mississippi"
"1487","Rankin County",141617,155271,1696,1261,"Mississippi"
"1488","Scott County",28264,28124,451,312,"Mississippi"
"1489","Sharkey County",4916,4321,65,50,"Mississippi"
"1490","Simpson County",27503,26658,305,313,"Mississippi"
"1491","Smith County",16491,15916,186,180,"Mississippi"
"1492","Stone County",17786,18336,204,168,"Mississippi"
"1493","Sunflower County",29450,25110,275,307,"Mississippi"
"1494","Tallahatchie County",15378,13809,162,162,"Mississippi"
"1495","Tate County",28886,28321,347,320,"Mississippi"
"1496","Tippah County",22232,22015,262,243,"Mississippi"
"1497","Tishomingo County",19593,19383,195,283,"Mississippi"
"1498","Tunica County",10778,9632,169,102,"Mississippi"
"1499","Union County",27134,28815,355,284,"Mississippi"
"1500","Walthall County",15443,14286,165,193,"Mississippi"
"1501","Warren County",48773,45381,576,518,"Mississippi"
"1502","Washington County",51137,43909,565,608,"Mississippi"
"1503","Wayne County",20747,20183,257,217,"Mississippi"
"1504","Webster County",10253,9689,112,151,"Mississippi"
"1505","Wilkinson County",9878,8630,88,122,"Mississippi"
"1506","Winston County",19198,17955,190,250,"Mississippi"
"1507","Yalobusha County",12678,12108,145,165,"Mississippi"
"1508","Yazoo County",28065,29690,312,278,"Mississippi"
"1510","Adair County",25607,25343,267,193,"Missouri"
"1511","Andrew County",17291,17712,190,161,"Missouri"
"1512","Atchison County",5685,5143,41,72,"Missouri"
"1513","Audrain County",25529,25388,309,272,"Missouri"
"1514","Barry County",35597,35789,410,403,"Missouri"
"1515","Barton County",12402,11754,133,114,"Missouri"
"1516","Bates County",17049,16172,181,171,"Missouri"
"1517","Benton County",19056,19443,174,305,"Missouri"
"1518","Bollinger County",12363,12133,127,138,"Missouri"
"1519","Boone County",162642,180463,2015,1156,"Missouri"
"1520","Buchanan County",89201,87364,1068,893,"Missouri"
"1521","Butler County",42794,42478,498,566,"Missouri"
"1522","Caldwell County",9424,9020,91,100,"Missouri"
"1523","Callaway County",44332,44743,470,436,"Missouri"
"1524","Camden County",44002,46305,381,535,"Missouri"
"1525","Cape Girardeau County",75674,78871,899,738,"Missouri"
"1526","Carroll County",9295,8679,84,114,"Missouri"
"1527","Carter County",6265,5982,72,89,"Missouri"
"1528","Cass County",99478,105780,1128,993,"Missouri"
"1529","Cedar County",13982,14349,186,207,"Missouri"
"1530","Chariton County",7831,7426,82,98,"Missouri"
"1531","Christian County",77422,88595,1025,664,"Missouri"
"1532","Clark County",7139,6797,72,67,"Missouri"
"1533","Clay County",221939,249948,3051,1803,"Missouri"
"1534","Clinton County",20743,20387,219,238,"Missouri"
"1535","Cole County",75990,76745,863,684,"Missouri"
"1536","Cooper County",17601,17709,202,184,"Missouri"
"1537","Crawford County",24696,23920,250,296,"Missouri"
"1538","Dade County",7883,7561,66,109,"Missouri"
"1539","Dallas County",16777,16878,213,207,"Missouri"
"1540","Daviess County",8433,8278,117,80,"Missouri"
"1541","DeKalb County",12892,12547,98,114,"Missouri"
"1542","Dent County",15657,15573,174,184,"Missouri"
"1543","Douglas County",13684,13185,155,180,"Missouri"
"1544","Dunklin County",31953,29131,357,447,"Missouri"
"1545","Franklin County",101492,103967,1186,1047,"Missouri"
"1546","Gasconade County",15222,14706,152,197,"Missouri"
"1547","Gentry County",6738,6571,83,90,"Missouri"
"1548","Greene County",275174,293086,3269,2773,"Missouri"
"1549","Grundy County",10261,9850,151,118,"Missouri"
"1550","Harrison County",8957,8352,86,114,"Missouri"
"1551","Henry County",22272,21824,236,290,"Missouri"
"1552","Hickory County",9627,9544,87,137,"Missouri"
"1553","Holt County",4912,4403,43,57,"Missouri"
"1554","Howard County",10144,10001,107,87,"Missouri"
"1555","Howell County",40400,40117,504,508,"Missouri"
"1556","Iron County",10630,10125,98,152,"Missouri"
"1557","Jackson County",674158,703011,8996,6497,"Missouri"
"1558","Jasper County",117404,121328,1543,1192,"Missouri"
"1559","Jefferson County",218733,225081,2464,2150,"Missouri"
"1560","Johnson County",52595,54062,686,378,"Missouri"
"1561","Knox County",4131,3959,52,51,"Missouri"
"1562","Laclede County",35571,35723,474,396,"Missouri"
"1563","Lafayette County",33381,32708,356,371,"Missouri"
"1564","Lawrence County",38634,38355,502,461,"Missouri"
"1565","Lewis County",10211,9776,125,103,"Missouri"
